Rank,Player,Position,Nation Code,Nation,Club,Age,Born,Matches Played,Starts,Minutes Played,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalties Scored,Penalties Attempted,Yellow Cards,Red Cards,Goals per 90,Assists per 90,G+A per 90,Shots,Shots on Target,Tackles Won,Interceptions,Score,Dream XI
526,Antoine Semenyo,MFFW,gh,Ghana,Manchester City,26,2000,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,6,0,2,0,0.0721,No
527,Riechedly Bazoer,DF,cw,Curaçao,Konyaspor,29,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,1,0.0717,No
528,Mark McKenzie,DF,us,United States,Toulouse,27,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,1,0.0717,No
529,Miles Robinson,DF,us,United States,FC Cincinnati,29,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,1,1,0.0717,No
530,Ahmed Fathy,MF,qa,Qatar,Al-Arabi,33,1993,3,1,150,1.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0,0,3,3,0.0716,No
531,Gabriel Martinelli,MF,br,Brazil,Arsenal,25,2001,4,1,143,1.6,1,0,1,1,0,0,0,0,0.63,0.0,0.63,2,1,0,2,0.0714,No
532,Jorge Gutiérrez,DF,pa,Panama,Dep. La Guaira,27,1998,1,1,87,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,1,0.0708,No
533,Ozan Kabak,DF,tr,Türkiye,Hoffenheim,26,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0.0708,No
534,Ibrahim Maza,MFFW,dz,Algeria,Leverkusen,20,2005,4,4,351,3.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,11,3,2,0,0.0708,No
535,Joe Scally,DF,us,United States,Gladbach,23,2002,2,1,87,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,1,0.0708,No
536,Tsuyoshi Watanabe,DF,jp,Japan,Feyenoord,29,1997,2,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0.0708,No
537,Ayumu Seko,DF,jp,Japan,Le Havre,26,2000,2,1,86,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,1,0.0705,No
538,Alexis Saelemaekers,MF,be,Belgium,Milan,27,1999,4,1,83,0.9,1,0,1,1,0,0,0,0,1.08,0.0,1.08,4,1,2,0,0.0694,No
539,Leandro Bacuna,MF,cw,Curaçao,76 Iğdır Belediyespor,34,1991,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,6,1,3,0,0.069,No
540,Carlos Harvey,MF,pa,Panama,Minnesota Utd,26,2000,3,3,267,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,5,0,3,0,0.0686,No
541,Ngal'Ayel Mukau,MF,cd,Congo DR,Lille,21,2004,4,3,195,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,2,3,0.0682,No
542,Alidu Seidu,DF,gh,Ghana,Rennes,26,2000,1,0,78,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,1,1,0.0682,No
543,Dostonbek Khamdamov,MF,uz,Uzbekistan,Pakhtakor Tashkent FK,29,1996,2,1,103,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,0,4,2,0.0681,No
544,Kai Trewin,DFMF,au,Australia,NYCFC,25,2001,1,0,75,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,0,2,0.0681,No
545,Anis Ben Slimane,MFFW,tn,Tunisia,Norwich City,25,2001,3,3,240,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1,2,2,0.068,No
546,Vitinha,MF,pt,Portugal,PSG,26,2000,5,5,376,4.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4,0,0,2,0.0678,No
547,Memphis,FWMF,nl,Netherlands,Corinthians,32,1994,3,0,54,0.6,0,1,1,0,0,0,1,0,0.0,1.67,1.67,0,0,0,0,0.0677,No
548,Petar Musa,FW,hr,Croatia,FC Dallas,28,1998,2,2,110,1.2,1,0,1,1,0,0,0,0,0.82,0.0,0.82,1,1,0,0,0.0676,No
549,Manaf Younis,DF,iq,Iraq,Al-Shorta,29,1996,1,0,75,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,1,0.0673,No
550,Cucho,FWMF,co,Colombia,Real Betis,27,1999,2,0,50,0.6,0,1,1,0,0,0,0,0,0.0,1.8,1.8,1,0,0,0,0.0671,No
551,Ibrahim Mbaye,MF,sn,Senegal,PSG,18,2008,4,1,157,1.7,1,0,1,1,0,0,0,0,0.57,0.0,0.57,4,1,0,1,0.0668,No
552,Mohamed Manai,DF,qa,Qatar,Al-Shamal Sports Club,23,2002,3,0,69,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,2,0.0664,No
553,Lee Kang-in,FW,kr,Korea Republic,PSG,25,2001,3,3,270,3.0,0,1,1,0,0,0,1,0,0.0,0.33,0.33,4,1,0,0,0.066,No
554,Amar Memić,MF,ba,Bosnia–Herz,Viktoria Plzeň,25,2001,4,2,224,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,1,2,2,0.0657,No
555,Zaid Tahseen,DF,iq,Iraq,Pakhtakor Tashkent FK,25,2001,2,2,149,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,2,0,1,0,0.0655,No
556,Can Uzun,MF,tr,Türkiye,Frankfurt,20,2005,2,0,38,0.4,0,1,1,0,0,0,0,0,0.0,2.37,2.37,4,1,0,0,0.0654,No
557,Tani Oluwaseyi,FW,ca,Canada,Villarreal,26,2000,5,3,259,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,8,4,3,0,0.0651,No
558,Alexander Bernhardsson,MF,se,Sweden,Holstein Kiel,27,1998,3,3,217,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1,2,2,0.0647,No
559,Gilberto Mora,MF,mx,Mexico,Tijuana,17,2008,4,3,213,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,5,0,2,2,0.0641,No
560,José Luis Rodríguez,MFFW,pa,Panama,FC Juárez,28,1998,3,3,233,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,1,3,0,0.0637,No
561,Diogo Dalot,DFMF,pt,Portugal,Manchester Utd,27,1999,2,0,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,2,0,0.0636,No
562,Zaid Ismail,MF,iq,Iraq,Al-Talaba,24,2002,2,2,117,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,4,1,0.0635,No
563,Liam Millar,MF,ca,Canada,Hull City,26,1999,3,2,162,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1,0,4,0,0.0634,No
564,Hakan Çalhanoğlu,MF,tr,Türkiye,Inter,32,1994,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,11,2,3,1,0.0626,No
565,James Rodríguez,FWMF,co,Colombia,Minnesota Utd,35,1991,5,5,313,3.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,6,3,1,1,0.0619,No
566,Ismaël Koné,MF,ca,Canada,Sassuolo,24,2002,2,2,146,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,0,2,3,0.061,No
567,Ko Itakura,DF,jp,Japan,Ajax,29,1997,2,2,128,1.4,0,1,1,0,0,0,0,0,0.0,0.7,0.7,0,0,0,1,0.0602,No
568,Djibril Sow,MF,ch,Switzerland,Sevilla,29,1997,4,2,253,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,1,1,2,0.0599,No
569,Scott McTominay,MF,sct,Scotland,Napoli,29,1996,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,8,3,2,0,0.059,No
570,Musab Al Juwayr,MFFW,sa,Saudi Arabia,Al-Qadsiah,23,2003,3,2,152,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,3,1,0.0586,No
571,Ivan Šunjić,MF,ba,Bosnia–Herz,Pafos FC,29,1996,4,3,196,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1,3,0,0.0583,No
572,Jaminton Campaz,FWMF,co,Colombia,Rosario Central,26,2000,3,0,75,0.8,1,0,1,1,0,0,0,0,1.2,0.0,1.2,6,3,1,0,0.0582,No
573,Kenan Yıldız,MF,tr,Türkiye,Juventus,21,2005,3,2,218,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,14,1,2,1,0.0582,No
574,Álvaro Fidalgo,MF,mx,Mexico,Real Betis,29,1997,3,1,96,1.1,1,0,1,1,0,0,0,0,0.94,0.0,0.94,3,2,0,1,0.058,No
575,Paul Wanner,MF,at,Austria,PSV,20,2005,4,2,234,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,1,2,0.0572,No
576,Ryan Christie,MF,sct,Scotland,Bournemouth,31,1995,3,1,95,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,2,0,3,2,0.057,No
577,Malick Thiaw,DFMF,de,Germany,Newcastle,24,2001,2,0,42,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0.0569,No
578,Jesper Karlström,MF,se,Sweden,Udinese,31,1995,2,2,138,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,3,1,0.0566,No
579,Manuel Ugarte,MF,uy,Uruguay,Manchester Utd,25,2001,3,3,184,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,1,1,3,0.0566,No
580,Gio Reyna,MF,us,United States,Gladbach,23,2002,5,1,131,1.5,1,0,1,1,0,0,0,0,0.69,0.0,0.69,2,1,0,0,0.0564,No
581,Mohammed Abu Al-Shamat,MF,sa,Saudi Arabia,Al-Qadsiah,23,2002,3,1,136,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1,3,1,0.0563,No
582,Mattias Svanberg,MF,se,Sweden,Wolfsburg,27,1999,2,0,16,0.2,1,0,1,1,0,0,0,0,5.63,0.0,5.63,3,2,1,1,0.0563,No
583,Assim Madibo,MF,qa,Qatar,Al-Wakrah,29,1996,2,2,131,1.5,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0,0,1,4,0.0555,No
584,Kōki Ogawa,FW,jp,Japan,NEC Nijmegen,28,1997,3,0,42,0.5,0,1,1,0,0,0,0,0,0.0,2.14,2.14,3,0,0,0,0.0546,No
585,Ahmed Maknzi,DF,iq,Iraq,Al-Karma,24,2001,1,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0.0543,No
586,Otabek Shukurov,MF,uz,Uzbekistan,Baniyas FC,30,1996,3,3,237,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,0,2,0,0.0543,No
587,Zidane Iqbal,MF,iq,Iraq,Utrecht,23,2003,3,2,188,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,1,0.0538,No
588,Lukáš Červ,MF,cz,Czechia,Viktoria Plzeň,25,2001,2,2,163,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,2,3,0,0.0535,No
589,Esmir Bajraktarevic,MF,ba,Bosnia–Herz,PSV,21,2005,4,2,230,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,2,0,3,0.0532,No
590,Pathé Ciss,DF,sn,Senegal,Rayo Vallecano,32,1994,4,1,184,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,1,0,0,0.0531,No
591,Giovani Lo Celso,MF,ar,Argentina,Real Betis,30,1996,1,1,59,0.7,1,0,1,1,0,0,0,0,1.53,0.0,1.53,1,1,0,1,0.0526,No
592,Dennis Hadžikadunić,DF,ba,Bosnia–Herz,Sampdoria,28,1998,1,0,27,0.3,0,1,1,0,0,0,0,0,0.0,3.33,3.33,0,0,2,0,0.0525,No
593,Salem Al-Dawsari,MF,sa,Saudi Arabia,Al-Hilal,34,1991,3,3,245,2.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,3,0,1,1,0.0521,No
594,Brian Gutiérrez,MF,mx,Mexico,Guadalajara,23,2003,4,2,198,2.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,6,0,1,2,0.0519,No
595,Elisha Owusu,MF,gh,Ghana,Auxerre,28,1997,3,2,151,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,3,0,0.0518,No
596,Ruben Providence,MF,ht,Haiti,Almere City,25,2001,3,3,220,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4,1,2,0,0.0518,No
597,Yukinari Sugawara,MF,jp,Japan,Werder Bremen,26,2000,4,1,148,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,2,3,0,0.0513,No
598,Salih Özcan,MF,tr,Türkiye,Dortmund,28,1998,2,1,100,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,4,0.051,No
599,Salim Obaid,DF,jo,Jordan,Al-Hussein SC,34,1992,3,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0.0508,No
600,Nathanaël Mbuku,MFFW,cd,Congo DR,Montpellier,24,2002,3,2,143,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,3,2,3,0,0.0506,No
601,Jakhongir Urozov,DF,uz,Uzbekistan,FK Dinamo Samarqand,22,2004,2,1,95,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0506,No
602,Pascal Groß,DFMF,de,Germany,Brighton,35,1991,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,2,0,0.0499,No
603,Nawaf Boushal,DF,sa,Saudi Arabia,Al-Nassr,26,1999,2,1,91,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0495,No
604,Ehsan Hajsafi,DF,ir,IR Iran,Sepahan,36,1990,2,1,91,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1,0,0,1,0.0495,No
605,Yoel Bárcenas,MF,pa,Panama,Mazatlán,32,1993,3,3,249,2.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,2,0,0,2,0.0493,No
606,Tomás Araújo,DF,pt,Portugal,Benfica,24,2002,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,1,0.0492,No
607,Ousmane Diomande,DF,ci,Côte d'Ivoire,Sporting CP,22,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0492,No
608,Nkosinathi Sibisi,DF,za,South Africa,Orlando Pirates,30,1995,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,1,0.0492,No
609,Kwasi Sibo,MF,gh,Ghana,Oviedo,28,1998,4,3,248,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,2,0.0492,No
610,Jackson Irvine,MF,au,Australia,St Pauli,33,1993,4,2,223,2.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,3,1,1,1,0.0489,No
611,Wagner Pina,DF,cv,Cabo Verde,Trabzonspor,23,2002,1,1,89,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1,0,0,1,0.0489,No
612,Federico Viñas,FW,uy,Uruguay,Oviedo,28,1998,3,2,192,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,6,3,2,1,0.0488,No
613,Amadou Onana,MF,be,Belgium,Aston Villa,24,2001,4,2,106,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,0,2,2,0.0486,No
614,Florian Grillitsch,DFMF,at,Austria,Braga,30,1995,2,0,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,0,0.0483,No
615,Laros Duarte,MF,cv,Cabo Verde,Puskás Akad.,29,1997,4,2,166,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,3,1,2,0.0473,No
616,Richard Ríos,MF,co,Colombia,Benfica,26,2000,5,0,140,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,5,1,2,1,0.0468,No
617,Mohammad Abu Hasheesh,DF,jo,Jordan,Al-Karma,31,1995,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0.0465,No
618,Mohammad Ghorbani,MF,ir,IR Iran,Al-Wahda FC,25,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,1,2,2,0.0463,No
619,Lee Tae-seok,MF,kr,Korea Republic,Austria Wien,23,2002,2,2,113,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,3,0,0.0463,No
620,Luca Jaquez,DF,ch,Switzerland,Stuttgart,23,2003,2,1,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0457,No
621,Ermedin Demirović,FW,ba,Bosnia–Herz,Stuttgart,28,1998,4,4,354,3.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,4,4,1,1,0.0456,No
622,Hassan Al-Haydos,MF,qa,Qatar,Al Sadd,35,1990,2,1,57,0.6,1,0,1,1,0,0,0,0,1.58,0.0,1.58,1,1,0,0,0.0456,No
623,Kamaldeen Sulemana,MFFW,gh,Ghana,Atlanta Utd,24,2002,2,2,127,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,2,1,0.045,No
624,Michael Gregoritsch,FW,at,Austria,Augsburg,32,1994,3,2,188,2.1,0,1,1,0,0,0,0,0,0.0,0.48,0.48,1,0,0,0,0.0449,No
625,Flaco López,FW,ar,Argentina,Palmeiras,25,2000,2,0,20,0.2,0,1,1,0,0,0,1,0,0.0,4.5,4.5,1,0,1,0,0.0449,No
626,Rani Khedira,MF,tn,Tunisia,Union Berlin,32,1994,3,2,149,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1,0,1,2,0.0448,No
627,Odeh Al-Fakhouri,MFFW,jo,Jordan,Pyramids FC,20,2005,3,2,148,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,1,1,2,0.0447,No
628,Mateo Chávez,DF,mx,Mexico,AZ Alkmaar,22,2004,1,1,77,0.9,1,0,1,1,0,0,0,0,1.17,0.0,1.17,1,1,1,0,0.0446,No
629,Sofyan Amrabat,MF,ma,Morocco,Real Betis,29,1996,3,1,147,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,2,0.0445,No
630,Aaron Hickey,DF,sct,Scotland,Brentford,24,2002,1,1,74,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,1,0.0445,No
631,Akram Afif,FWMF,qa,Qatar,Al Sadd,29,1996,3,3,238,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,0,1,0,0.0444,No
632,Relebohile Mofokeng,MF,za,South Africa,Orlando Pirates,21,2004,3,2,169,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,1,2,0,0.0444,No
633,Mahmoud Saber,MF,eg,Egypt,ZED,24,2001,2,1,46,0.5,1,0,1,1,0,0,1,0,1.96,0.0,1.96,3,1,0,0,0.044,No
634,Elliot Stroud,MF,se,Sweden,Mjällby,24,2002,4,2,166,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,0,3,0.0439,No
635,Neymar,FWMF,br,Brazil,Santos,34,1992,2,0,39,0.4,1,0,1,0,1,1,1,0,2.31,0.0,2.31,3,2,0,0,0.043,No
636,Seol Young-woo,MF,kr,Korea Republic,Red Star,27,1998,3,3,250,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,0,0,1,0.0428,No
637,Abdullah Al-Khaibari,MF,sa,Saudi Arabia,Al-Nassr,29,1996,3,3,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,1,1,0.0426,No
638,Tahith Chong,MF,cw,Curaçao,Sheffield United,26,1999,3,3,247,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4,2,0,1,0.0424,No
639,Henrik Falchener,DF,no,Norway,Viking,23,2003,1,1,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0419,No
640,Luka Vušković,DF,hr,Croatia,Hamburger SV,19,2007,1,1,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0419,No
641,Hicham Boudaoui,MF,dz,Algeria,Nice,26,1999,3,2,128,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,1,2,0.0418,No
642,Jassem Gaber,MF,qa,Qatar,Al Rayyan SC,24,2002,3,3,149,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,2,0,0.0415,No
643,Marco Pašalić,MF,hr,Croatia,Orlando City,25,2000,3,1,99,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,2,2,1,0.0409,No
644,Son Heung-min,FW,kr,Korea Republic,LAFC,34,1992,3,2,169,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,7,1,1,0,0.0407,No
645,Kenny McLean,MF,sct,Scotland,Norwich City,34,1992,3,1,118,1.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1,0,1,2,0.0403,No
646,Hossam Abdelmaguid,DF,eg,Egypt,Zamalek SC,25,2001,2,0,59,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0402,No
647,Sarpreet Singh,MF,nz,New Zealand,Wellington,27,1999,3,3,209,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,4,2,1,0,0.0402,No
648,Ferrán Torres,FW,es,Spain,Barcelona,26,2000,7,1,229,2.5,0,1,1,0,0,0,1,0,0.0,0.39,0.39,0,0,0,0,0.04,No
649,Callum McCowatt,MF,nz,New Zealand,Silkeborg,27,1999,3,2,159,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,4,3,1,1,0.0396,No
650,Sultan Mendash,MF,sa,Saudi Arabia,Al-Hilal,31,1994,1,1,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,3,0,0.0393,No
651,Ramiz Zerrouki,MF,dz,Algeria,Twente,28,1998,3,2,111,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,1,2,0.0393,No
652,Evidence Makgopa,FW,za,South Africa,Orlando Pirates,26,2000,4,2,215,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4,3,1,1,0.0391,No
653,Alexandro Maidana,DF,py,Paraguay,Talleres–C,20,2005,2,1,55,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0.039,No
654,Kieran Tierney,MF,sct,Scotland,Celtic,29,1997,2,1,104,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,0,1,2,0.0383,No
655,Francisco Conceição,MF,pt,Portugal,Juventus,23,2002,4,0,126,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,0,2,0,0.0381,No
656,Ali Azaizeh,MF,jo,Jordan,Al-Shabab,22,2004,3,1,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,0,3,0,0.0377,No
657,Garry Rodrigues,MF,cv,Cabo Verde,Apollon Limassol,35,1990,2,1,76,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,2,1,0.0376,No
658,Mehdi Taremi,FW,ir,IR Iran,Olympiacos,33,1992,3,3,259,2.9,0,0,0,0,0,1,0,0,0.0,0.0,0.0,5,2,2,2,0.0374,No
659,Ben Gannon-Doak,MF,sct,Scotland,Bournemouth,20,2005,3,2,186,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4,0,1,0,0.0369,No
660,Nélson Semedo,DFMF,pt,Portugal,Fenerbahçe,32,1993,4,0,127,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0.0366,No
661,Jacob Shaffelburg,MF,ca,Canada,LAFC,26,1999,5,0,92,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,0,1,2,0.0365,No
662,Dylan Bronn,DF,tn,Tunisia,Servette FC,31,1995,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0361,No
663,Yaimar Medina,DFMF,ec,Ecuador,Genk,21,2004,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,0,0,1,0.0361,No
664,Paik Seung-ho,MF,kr,Korea Republic,Birmingham City,29,1997,3,3,204,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,1,0.0361,No
665,Obed Vargas,MF,mx,Mexico,Atlético Madrid,20,2005,3,0,66,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1,2,1,0.0361,No
666,Nicolás De La Cruz,MF,uy,Uruguay,Flamengo,29,1997,3,0,86,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,4,2,1,2,0.0357,No
667,Rebin Sulaka,DF,iq,Iraq,Port FC,34,1992,2,1,43,0.5,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1,0,0,1,0.0355,No
668,Junnosuke Suzuki,DF,jp,Japan,FC Copenhagen,23,2003,2,0,43,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,1,0.0355,No
669,Ismaël Gharbi,MF,tn,Tunisia,Augsburg,22,2004,3,1,127,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3,0,1,1,0.035,No
670,Armin Gigovic,MF,ba,Bosnia–Herz,Young Boys,24,2002,2,1,79,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,1,2,0.0347,No
671,Mario Pašalić,MF,hr,Croatia,Atalanta,31,1995,4,1,123,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4,1,1,1,0.0344,No
672,Gustavo Caballero,FWMF,py,Paraguay,Portsmouth,24,2001,2,0,96,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,1,2,0,0.0338,No
673,Dodi Lukebakio,MF,be,Belgium,Benfica,28,1997,3,1,164,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,7,1,1,0,0.0337,No
674,Danilo Santos,MF,br,Brazil,Botafogo–RJ,25,2001,4,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,1,2,1,0.0332,No
675,Edo Kayembe,MF,cd,Congo DR,Watford,28,1998,3,2,160,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,1,1,0,0.0331,No
676,Jarell Quansah,DF,eng,England,Leverkusen,23,2003,2,2,115,1.3,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0,0,0,0,0.0331,No
677,Cristian Volpato,MF,au,Australia,Sassuolo,22,2003,3,2,160,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4,1,1,0,0.0331,No
678,Oscar Bobb,FW,no,Norway,Fulham,23,2003,6,1,225,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4,2,3,3,0.0326,No
679,Donyell Malen,FW,nl,Netherlands,Roma,27,1999,3,3,185,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4,2,0,0,0.0326,No
680,Igor Matanović,FW,hr,Croatia,Freiburg,23,2003,3,0,95,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4,2,0,0,0.0326,No
681,Michel Aebischer,MFFW,ch,Switzerland,Pisa,29,1997,4,2,156,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2,1,1,0,0.0325,No
