Rk,Player,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Matches,-additional_-9999
1044,Eldor Shomurodov,FW,uz Uzbekistan,31-018,1995,3,269.0,90.0,99.6,3.0,3,90.0,2,0,,0,0.0,2.0,10.0,-8.0,-2.68,87.32,Matches,57469b2d
1045,Otabek Shukurov,MF,uz Uzbekistan,30-025,1996,3,237.0,79.0,87.8,2.6,3,79.0,1,0,,0,0.0,2.0,8.0,-6.0,-2.28,5.9,Matches,62032a56
1046,Nkosinathi Sibisi,DF,za South Africa,30-298,1995,1,90.0,90.0,25.0,1.0,1,90.0,1,0,,3,0.0,0.0,2.0,-2.0,-2.0,-2.0,Matches,932f8e2b
1047,Kwasi Sibo,MF,gh Ghana,28-023,1998,4,248.0,62.0,68.9,2.8,3,78.0,1,1,13.0,0,1.0,2.0,3.0,-1.0,-0.36,-0.36,Matches,be834ad7
1048,Niko Sigur,MF,ca Canada,22-311,2003,3,126.0,42.0,28.0,1.4,1,86.0,0,2,20.0,2,2.0,2.0,2.0,0.0,0.0,-0.83,Matches,5c56986b
1049,Bernardo Silva,MF,pt Portugal,31-341,1994,4,97.0,24.0,21.6,1.1,1,45.0,0,3,17.0,1,1.75,4.0,2.0,2.0,1.86,1.09,Matches,3eb22ec9
1050,Éderson Silva,MF,br Brazil,27-010,1999,2,22.0,11.0,4.9,0.2,0,,0,2,11.0,3,1.5,1.0,1.0,0.0,0.0,-1.26,Matches,a9202def
1051,Rui Silva,GK,pt Portugal,32-160,1994,0,,,,,0,,0,0,,5,,,,,,,Matches,ea83bfa6
1052,Giuliano Simeone,FW,ar Argentina,23-211,2002,2,141.0,71.0,20.4,1.6,2,71.0,0,0,,5,3.0,2.0,2.0,0.0,0.0,-1.97,Matches,a6536561
1053,Dominique Simon,MF,ht Haiti,25-353,2000,2,56.0,28.0,20.7,0.6,0,,0,2,28.0,1,0.0,0.0,1.0,-1.0,-1.61,0.5,Matches,ffd8e8c5
1054,Unai Simón,GK,es Spain,29-036,1997,7,630.0,90.0,100.0,7.0,7,90.0,7,0,,0,2.71,13.0,1.0,12.0,1.71,,Matches,5dcf3e90
1055,Sarpreet Singh,MF,nz New Zealand,27-147,1999,3,209.0,70.0,77.4,2.3,3,70.0,0,0,,0,0.33,3.0,5.0,-2.0,-0.86,5.04,Matches,4ba886c6
1056,Wilfried Singo,DF,ci Côte d'Ivoire,25-204,2000,2,171.0,86.0,47.5,1.9,2,86.0,1,0,,2,1.5,2.0,1.0,1.0,0.53,0.53,Matches,8b609c34
1057,Sphephelo Sithole,MF,za South Africa,27-136,1999,3,229.0,76.0,63.6,2.5,3,76.0,2,0,,0,1.0,1.0,2.0,-1.0,-0.39,0.29,Matches,33bcd4b3
1058,Ellyes Skhiri,MFDF,tn Tunisia,31-068,1995,3,250.0,83.0,92.6,2.8,3,83.0,1,0,,0,0.0,2.0,10.0,-8.0,-2.88,6.12,Matches,c2211709
1059,Eric Smith,DFMF,se Sweden,29-190,1997,0,,,,,0,,0,0,,4,,,,,,,Matches,8817312f
1060,Tommy Smith,DF,nz New Zealand,36-108,1990,0,,,,,0,,0,0,,3,,,,,,,Matches,26a48676
1061,Hugo Sochůrek,MF,cz Czechia,18-040,2008,0,,,,,0,,0,0,,3,,,,,,,Matches,c75bba87
1062,Alexandr Sojka,MFDF,cz Czechia,23-106,2003,3,141.0,47.0,52.2,1.6,2,69.0,0,1,4.0,0,0.33,2.0,3.0,-1.0,-0.64,1.45,Matches,765b7bfc
1063,Ramón Sosa,FWMF,py Paraguay,26-320,1999,1,12.0,12.0,2.5,0.1,0,,0,1,12.0,4,0.0,0.0,1.0,-1.0,-7.5,-7.12,Matches,2d3417a1
1064,Tomáš Souček,MF,cz Czechia,31-140,1995,3,137.0,46.0,50.7,1.5,1,90.0,1,2,24.0,0,0.33,1.0,3.0,-2.0,-1.31,0.04,Matches,6613c819
1065,Harry Souttar,DF,au Australia,27-268,1998,4,390.0,98.0,100.0,4.3,4,98.0,4,0,,0,1.25,3.0,3.0,0.0,0.0,,Matches,0a6cb1b1
1066,John Souttar,DF,sct Scotland,29-295,1996,0,,,,,0,,0,0,,3,,,,,,,Matches,312d7b42
1067,Djibril Sow,MF,ch Switzerland,29-161,1997,4,253.0,63.0,42.2,2.8,2,79.0,0,2,48.0,2,1.75,7.0,2.0,5.0,1.78,2.04,Matches,4c6facae
1068,Çağlar Söyüncü,DF,tr Türkiye,30-055,1996,1,7.0,7.0,2.6,0.1,0,,0,1,7.0,2,3.0,1.0,0.0,1.0,12.86,13.88,Matches,21166ff4
1069,Djed Spence,DF,eng England,25-342,2000,7,314.0,45.0,47.6,3.5,3,74.0,0,4,23.0,0,2.29,4.0,2.0,2.0,0.57,-0.47,Matches,9bc9a519
1070,Dayne St. Clair,GK,ca Canada,29-069,1997,0,,,,,0,,0,0,,5,,,,,,,Matches,3f41d25f
1071,Marko Stamenic,MF,nz New Zealand,24-148,2002,3,269.0,90.0,99.6,3.0,3,90.0,2,0,,0,0.33,4.0,10.0,-6.0,-2.01,-2.01,Matches,690d1049
1072,Jindřich Staněk,GK,cz Czechia,30-081,1996,0,,,,,0,,0,0,,3,,,,,,,Matches,eca17cf2
1073,Josip Stanišić,DFMF,hr Croatia,26-106,2000,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.5,6.0,7.0,-1.0,-0.25,,Matches,7ed08d5c
1074,Carl Starfelt,DF,se Sweden,31-046,1995,1,4.0,4.0,1.1,0.0,0,,0,1,4.0,3,1.0,0.0,0.0,0.0,0.0,0.76,Matches,5cfec13d
1075,Ross Stewart,FW,sct Scotland,30-006,1996,1,2.0,2.0,0.7,0.0,0,,0,1,2.0,2,0.0,0.0,0.0,0.0,0.0,1.01,Matches,18986367
1076,Angelo Stiller,MF,de Germany,25-104,2001,1,45.0,45.0,11.5,0.5,0,,0,1,45.0,3,0.0,0.0,1.0,-1.0,-2.0,-3.83,Matches,3b1ed320
1077,John Stones,DF,eng England,32-050,1994,5,330.0,66.0,50.0,3.7,3,98.0,1,2,18.0,2,2.4,8.0,5.0,3.0,0.82,0.0,Matches,5eecec3d
1078,Stopira,DF,cv Cabo Verde,38-058,1988,0,,,,,0,,0,0,,4,,,,,,,Matches,e9517008
1079,Jørgen Strand Larsen,FW,no Norway,26-161,2000,2,105.0,53.0,18.4,1.2,1,90.0,1,1,15.0,4,0.0,1.0,4.0,-3.0,-2.57,-3.54,Matches,f553b2b3
1080,Elliot Stroud,MF,se Sweden,24-025,2002,4,166.0,42.0,46.1,1.8,2,70.0,0,2,14.0,0,1.0,3.0,3.0,0.0,0.0,1.39,Matches,ff11bdec
1081,Luis Suárez,FW,co Colombia,28-227,1997,5,331.0,66.0,69.0,3.7,3,72.0,0,2,57.0,0,2.2,3.0,1.0,2.0,0.54,-0.66,Matches,eeba07f8
1082,Luka Sučić,FWMF,hr Croatia,23-312,2002,1,19.0,19.0,5.3,0.2,0,,0,1,19.0,3,3.0,0.0,0.0,0.0,0.0,0.26,Matches,1e1378e1
1083,Petar Sučić,MFFW,hr Croatia,22-265,2003,4,289.0,72.0,80.3,3.2,3,90.0,3,1,19.0,0,1.5,5.0,7.0,-2.0,-0.62,-1.89,Matches,23fb46ea
1084,Yukinari Sugawara,MF,jp Japan,26-019,2000,4,148.0,37.0,41.1,1.6,1,90.0,1,3,19.0,0,1.25,3.0,2.0,1.0,0.61,-0.24,Matches,580bcd18
1085,Rebin Sulaka,DF,iq Iraq,34-096,1992,2,43.0,22.0,15.9,0.5,1,12.0,0,1,31.0,1,0.0,0.0,2.0,-2.0,-4.19,-0.62,Matches,928bec06
1086,Pavel Šulc,FW,cz Czechia,25-200,2000,3,189.0,63.0,70.0,2.1,2,77.0,1,1,36.0,0,0.33,1.0,4.0,-3.0,-1.43,-0.32,Matches,e9b893af
1087,Kamaldeen Sulemana,MFFW,gh Ghana,24-152,2002,2,127.0,64.0,35.3,1.4,2,64.0,0,0,,2,1.5,0.0,1.0,-1.0,-0.71,-0.71,Matches,a62f8bf1
1088,Crysencio Summerville,FW,nl Netherlands,24-260,2001,4,253.0,63.0,64.9,2.8,2,95.0,1,2,32.0,0,2.0,6.0,3.0,3.0,1.07,-0.9,Matches,df04eb4b
1089,Ivan Šunjić,MF,ba Bosnia–Herz,29-281,1996,4,196.0,49.0,54.4,2.2,3,60.0,0,1,17.0,0,1.0,2.0,5.0,-3.0,-1.38,-1.38,Matches,e18098de
1090,Finn Surman,DF,nz New Zealand,22-297,2003,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,0.33,4.0,10.0,-6.0,-2.0,,Matches,016e419b
1091,Josip Šutalo,DF,hr Croatia,26-139,2000,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.5,6.0,7.0,-1.0,-0.25,,Matches,33a6a650
1092,Junnosuke Suzuki,DF,jp Japan,23-005,2003,2,43.0,22.0,11.9,0.5,0,,0,2,22.0,2,1.5,1.0,1.0,0.0,0.0,-0.85,Matches,77428b1e
1093,Yuito Suzuki,FWMF,jp Japan,24-265,2001,1,12.0,12.0,3.3,0.1,0,,0,1,12.0,3,3.0,1.0,0.0,1.0,7.5,6.98,Matches,c25a7a2a
1094,Zion Suzuki,GK,jp Japan,23-330,2002,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.25,8.0,5.0,3.0,0.75,,Matches,51e1f4f5
1095,Mattias Svanberg,MF,se Sweden,27-193,1999,2,16.0,8.0,4.4,0.2,0,,0,2,8.0,2,1.5,1.0,0.0,1.0,5.63,6.67,Matches,92d83c27
1096,Daniel Svensson,DF,se Sweden,24-155,2002,3,98.0,33.0,27.2,1.1,1,81.0,0,2,9.0,1,1.33,1.0,3.0,-2.0,-1.84,-1.49,Matches,124c9382
1097,Michael Svoboda,DF,at Austria,27-275,1998,0,,,,,0,,0,0,,4,,,,,,,Matches,8abd174d
1098,Alexander Sørloth,FW,no Norway,30-224,1995,5,337.0,67.0,59.1,3.7,5,67.0,0,0,,1,2.4,7.0,3.0,4.0,1.07,1.84,Matches,e92cd3f7
1099,Musa Al-Taamari,FW,jo Jordan,29-037,1997,3,215.0,72.0,79.6,2.4,2,85.0,0,1,45.0,0,0.0,3.0,5.0,-2.0,-0.84,4.07,Matches,f15f8b2b
1100,Haris Tabaković,FW,ba Bosnia–Herz,32-027,1994,1,16.0,16.0,4.4,0.2,0,,0,1,16.0,3,0.0,0.0,1.0,-1.0,-5.63,-5.1,Matches,723b19c7
1101,Kim Tae-hyeon,DF,kr Korea Republic,25-303,2000,0,,,,,0,,0,0,,3,,,,,,,Matches,3ab57a75
1102,Lee Tae-seok,MF,kr Korea Republic,23-354,2002,2,113.0,57.0,41.9,1.3,2,57.0,0,0,,1,1.5,1.0,1.0,0.0,0.0,0.57,Matches,32257cce
1103,Nicolás Tagliafico,DF,ar Argentina,33-320,1992,6,356.0,59.0,51.6,4.0,4,78.0,1,2,22.0,1,3.0,7.0,5.0,2.0,0.51,-2.19,Matches,f0661424
1104,Jonathan Tah,DF,de Germany,30-156,1996,4,372.0,93.0,95.4,4.1,4,93.0,3,0,,0,1.75,9.0,5.0,4.0,0.97,-9.03,Matches,bd142efb
1105,Mohammad Taha,MF,jo Jordan,21-004,2005,0,,,,,0,,0,0,,3,,,,,,,Matches,4f1daaf3
1106,Benjamin Tahirovic,MF,ba Bosnia–Herz,23-136,2003,4,237.0,59.0,65.8,2.6,2,76.0,1,2,43.0,0,1.0,2.0,2.0,0.0,0.0,2.2,Matches,eb3022c3
1107,Zaid Tahseen,DF,iq Iraq,25-169,2001,2,149.0,75.0,55.2,1.7,2,75.0,1,0,,1,0.0,1.0,6.0,-5.0,-3.02,1.44,Matches,f3380f7e
1108,Chemsdine Talbi,MF,ma Morocco,21-069,2005,5,179.0,36.0,31.4,2.0,1,84.0,0,4,24.0,1,1.6,3.0,2.0,1.0,0.5,-0.19,Matches,47ce793b
1109,Montassar Talbi,DF,tn Tunisia,28-052,1998,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,0.0,2.0,12.0,-10.0,-3.33,,Matches,a4a44eb0
1110,Fahad Talib,GK,iq Iraq,31-269,1994,0,,,,,0,,0,0,,3,,,,,,,Matches,c01d9e76
1111,Hassan Al Tambakti,DF,sa Saudi Arabia,27-158,1999,3,212.0,71.0,78.5,2.4,3,71.0,2,0,,0,0.67,1.0,5.0,-4.0,-1.7,-1.7,Matches,6d78c320
1112,Ao Tanaka,MF,jp Japan,27-310,1998,3,193.0,64.0,53.6,2.1,2,90.0,2,1,13.0,1,1.33,5.0,2.0,3.0,1.4,1.4,Matches,1d36d6b6
1113,Sander Tangvik,GK,no Norway,23-230,2002,0,,,,,0,,0,0,,6,,,,,,,Matches,93525deb
1114,Shogo Taniguchi,DF,jp Japan,35-002,1991,3,232.0,77.0,64.4,2.6,2,90.0,2,1,52.0,1,0.67,4.0,5.0,-1.0,-0.39,-3.2,Matches,828a9c47
1115,Mehdi Taremi,FW,ir IR Iran,33-364,1992,3,259.0,86.0,95.9,2.9,3,86.0,2,0,,0,1.0,3.0,3.0,0.0,0.0,0.0,Matches,4c2a5d34
1116,Aurélien Tchouaméni,MF,fr France,26-171,2000,4,360.0,90.0,57.1,4.0,4,90.0,4,0,,3,2.25,10.0,4.0,6.0,1.5,-0.5,Matches,4f255115
1117,Jehad Thakri,DF,sa Saudi Arabia,24-361,2001,0,,,,,0,,0,0,,3,,,,,,,Matches,cf4eaaa7
1118,Arthur Theate,DF,be Belgium,26-053,2000,3,228.0,76.0,40.0,2.5,2,105.0,2,1,18.0,3,2.33,8.0,3.0,5.0,1.97,1.45,Matches,df8d6029
1119,Keeto Thermoncy,DF,ht Haiti,20-110,2006,0,,,,,0,,0,0,,3,,,,,,,Matches,596ab864
1120,Igor Thiago,FW,br Brazil,25-021,2001,1,61.0,61.0,13.6,0.7,1,61.0,0,0,,4,1.0,1.0,1.0,0.0,0.0,-1.39,Matches,dc45ac24
1121,Malick Thiaw,DFMF,de Germany,24-343,2001,2,42.0,21.0,10.8,0.5,0,,0,2,21.0,2,0.5,0.0,1.0,-1.0,-2.14,-3.95,Matches,ff5ea0bf
1122,Ryan Thomas,MF,nz New Zealand,31-209,1994,3,83.0,28.0,30.7,0.9,1,45.0,0,2,19.0,0,0.33,0.0,2.0,-2.0,-2.17,-0.24,Matches,95efdac2
1123,Brandon Thomas-Asante,FWMF,gh Ghana,27-200,1998,2,53.0,27.0,14.7,0.6,0,,0,2,27.0,2,1.5,2.0,1.0,1.0,1.7,2.28,Matches,fb152f96
1124,Morten Thorsby,MF,no Norway,30-073,1996,1,45.0,45.0,7.9,0.5,0,,0,1,45.0,5,0.0,0.0,1.0,-1.0,-2.0,-2.51,Matches,d1b49282
1125,Kristian Thorstvedt,MF,no Norway,27-126,1999,2,63.0,32.0,11.1,0.7,1,45.0,0,1,18.0,4,1.5,3.0,3.0,0.0,0.0,-0.36,Matches,76ff8d0d
1126,Marcus Thuram,FWMF,fr France,28-345,1997,1,1.0,1.0,0.2,0.0,0,,0,1,1.0,6,3.0,0.0,0.0,0.0,0.0,-1.72,Matches,6f8cd6d0
1127,Youri Tielemans,MF,be Belgium,29-071,1997,5,474.0,95.0,83.2,5.3,5,95.0,4,0,,0,2.2,11.0,5.0,6.0,1.14,0.2,Matches,56f7a928
1128,Kieran Tierney,MF,sct Scotland,29-042,1997,2,104.0,52.0,38.5,1.2,1,59.0,0,1,45.0,1,0.0,0.0,2.0,-2.0,-1.73,-1.19,Matches,fce2302c
1129,Guus Til,FWMF,nl Netherlands,28-207,1997,1,32.0,32.0,8.2,0.4,0,,0,1,32.0,3,3.0,1.0,0.0,1.0,2.81,1.56,Matches,6e44569a
1130,Malik Tillman,MF,us United States,24-050,2002,5,356.0,71.0,79.1,4.0,4,88.0,3,1,5.0,0,1.8,8.0,6.0,2.0,0.51,-0.45,Matches,a5420709
1131,Quinten Timber,MF,nl Netherlands,25-030,2001,2,55.0,28.0,14.1,0.6,0,,0,2,28.0,1,1.0,0.0,2.0,-2.0,-3.27,-5.42,Matches,803e7aca
1132,Yassine Titraoui,MF,dz Algeria,22-356,2003,0,,,,,0,,0,0,,4,,,,,,,Matches,553c40f2
1133,Takehiro Tomiyasu,DF,jp Japan,27-254,1998,3,184.0,61.0,51.1,2.0,2,84.0,1,1,16.0,1,1.33,5.0,2.0,3.0,1.47,1.47,Matches,b3af9be1
1134,Ivan Toney,FW,eng England,30-123,1996,1,1.0,1.0,0.2,0.0,0,,0,1,1.0,6,0.0,0.0,0.0,0.0,0.0,-0.82,Matches,e09f279b
1135,Mehdi Torabi,MF,ir IR Iran,31-310,1994,1,25.0,25.0,9.3,0.3,0,,0,1,25.0,2,1.0,0.0,0.0,0.0,0.0,0.0,Matches,74567feb
1136,Félix Torres Caicedo,DF,ec Ecuador,29-187,1997,1,6.0,6.0,1.7,0.1,0,,0,1,6.0,3,3.0,0.0,0.0,0.0,0.0,0.51,Matches,c0a8860f
1137,Ferrán Torres,FW,es Spain,26-138,2000,7,229.0,33.0,36.3,2.5,1,80.0,0,6,25.0,0,2.71,4.0,0.0,4.0,1.57,-0.22,Matches,9e1035f8
1138,Sebastian Tounekti,FW,tn Tunisia,24-004,2002,3,84.0,28.0,31.1,0.9,1,64.0,0,2,10.0,0,0.0,0.0,4.0,-4.0,-4.29,-1.38,Matches,584fee1f
1139,Bazoumana Touré,MF,ci Côte d'Ivoire,20-137,2006,3,80.0,27.0,22.2,0.9,1,55.0,0,2,13.0,1,2.0,0.0,0.0,0.0,0.0,-0.32,Matches,93945a50
1140,Mo Touré,FW,au Australia,22-113,2004,3,165.0,55.0,42.3,1.8,2,59.0,0,1,47.0,1,1.33,1.0,2.0,-1.0,-0.55,-0.95,Matches,8ac64b4e
1141,James Trafford,GK,eng England,23-280,2002,0,,,,,0,,0,0,,7,,,,,,,Matches,259fea27
1142,Kai Trewin,DFMF,au Australia,25-060,2001,1,75.0,75.0,19.2,0.8,0,,0,1,75.0,3,1.0,1.0,0.0,1.0,1.2,1.49,Matches,1ab3d134
1143,Trézéguet,MF,eg Egypt,31-289,1994,4,164.0,41.0,34.2,1.8,1,90.0,1,3,25.0,1,1.25,2.0,4.0,-2.0,-1.1,-1.95,Matches,3ae14ed1
1144,Francisco Trincão,FWMF,pt Portugal,26-200,1999,1,28.0,28.0,6.2,0.3,0,,0,1,28.0,4,3.0,1.0,0.0,1.0,3.21,2.36,Matches,77e39b04
1145,Leandro Trossard,MFFW,be Belgium,31-225,1994,6,506.0,84.0,88.8,5.6,6,84.0,2,0,,0,1.83,10.0,5.0,5.0,0.89,-1.92,Matches,38ceb24a
1146,Auston Trusty,DF,us United States,27-339,1998,2,101.0,51.0,22.4,1.1,1,90.0,1,1,11.0,3,1.5,2.0,3.0,-1.0,-0.89,-1.92,Matches,cddf767b
1147,Aaron Tshibola,MF,cd Congo DR,31-196,1995,0,,,,,0,,0,0,,4,,,,,,,Matches,8ce9cfdd
1148,Axel Tuanzebe,DF,cd Congo DR,28-245,1997,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.0,5.0,5.0,0.0,0.0,,Matches,2baec6ce
1149,Matt Turner,GK,us United States,32-023,1994,1,90.0,90.0,20.0,1.0,1,90.0,1,0,,4,0.0,2.0,3.0,-1.0,-1.0,-2.0,Matches,4a51ba65
1150,Ayase Ueda,FW,jp Japan,27-310,1998,4,321.0,80.0,89.2,3.6,4,80.0,1,0,,0,1.25,7.0,5.0,2.0,0.56,-1.75,Matches,c0295327
1151,Manuel Ugarte,MF,uy Uruguay,25-097,2001,3,184.0,61.0,68.1,2.0,3,61.0,0,0,,0,0.67,2.0,4.0,-2.0,-0.98,-2.02,Matches,c9817014
1152,Avazbek Ulmasaliev,DF,uz Uzbekistan,26-112,2000,0,,,,,0,,0,0,,3,,,,,,,Matches,e30a1d73
1153,Deniz Undav,FW,de Germany,29-363,1996,4,151.0,38.0,38.7,1.7,1,62.0,0,3,30.0,0,1.75,6.0,2.0,4.0,2.38,1.63,Matches,dd549382
1154,Dayot Upamecano,DF,fr France,27-263,1998,7,615.0,88.0,97.6,6.8,7,88.0,6,0,,0,2.57,15.0,4.0,11.0,1.61,-4.39,Matches,d248cd8f
1155,Jakhongir Urozov,DF,uz Uzbekistan,22-180,2004,2,95.0,48.0,35.2,1.1,1,81.0,0,1,14.0,1,0.0,1.0,3.0,-2.0,-1.89,1.71,Matches,71210bed
1156,Oston Urunov,MF,uz Uzbekistan,25-210,2000,2,63.0,32.0,23.3,0.7,1,45.0,0,1,18.0,1,0.0,0.0,3.0,-3.0,-4.29,-1.68,Matches,56521adf
1157,Can Uzun,MF,tr Türkiye,20-248,2005,2,38.0,19.0,14.1,0.4,0,,0,2,19.0,1,1.5,1.0,0.0,1.0,2.37,3.53,Matches,1d0b134a
1158,Anthony Valencia,MF,ec Ecuador,22-361,2003,0,,,,,0,,0,0,,4,,,,,,,Matches,674dee62
1159,Enner Valencia,FW,ec Ecuador,36-255,1989,4,287.0,72.0,79.7,3.2,4,72.0,1,0,,0,1.0,1.0,3.0,-2.0,-0.63,-0.63,Matches,fb485406
1160,Yan Valery,DF,tn Tunisia,27-145,1999,3,251.0,84.0,93.0,2.8,3,84.0,2,0,,0,0.0,2.0,10.0,-8.0,-2.87,6.61,Matches,531a4aa8
1161,Gonzalo Valle,GK,ec Ecuador,30-139,1996,0,,,,,0,,0,0,,4,,,,,,,Matches,7340dadf
1162,Federico Valverde,MF,uy Uruguay,27-360,1998,3,236.0,79.0,87.4,2.6,3,79.0,2,0,,0,0.67,3.0,4.0,-1.0,-0.38,-0.38,Matches,0959c2a2
1163,Virgil van Dijk,DF,nl Netherlands,35-009,1991,4,390.0,98.0,100.0,4.3,4,98.0,4,0,,0,2.0,11.0,5.0,6.0,1.38,,Matches,e06683ca
1164,Hans Vanaken,MF,be Belgium,33-327,1992,6,319.0,53.0,56.0,3.5,3,70.0,1,3,36.0,0,1.83,9.0,5.0,4.0,1.13,0.05,Matches,392a7aea
1165,Guillermo Varela,DF,uy Uruguay,33-115,1993,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,0.67,3.0,4.0,-1.0,-0.33,,Matches,5c961282
1166,Hélio Varela,FW,cv Cabo Verde,24-075,2002,3,104.0,35.0,26.7,1.2,0,,0,3,35.0,1,0.67,2.0,2.0,0.0,0.0,0.31,Matches,91c99fec
1167,Camilo Vargas,GK,co Colombia,37-130,1989,5,480.0,96.0,100.0,5.3,5,96.0,5,0,,0,2.2,5.0,1.0,4.0,0.75,,Matches,004e3d0f
1168,Obed Vargas,MF,mx Mexico,20-346,2005,3,66.0,22.0,14.7,0.7,0,,0,3,22.0,2,3.0,1.0,0.0,1.0,1.36,-0.04,Matches,9cc1fde4
1169,Ruben Vargas,MF,ch Switzerland,27-346,1998,6,284.0,47.0,47.3,3.2,3,76.0,0,3,19.0,0,1.83,9.0,3.0,6.0,1.9,2.47,Matches,6ecbddf6
1170,Nikola Vasilj,GK,ba Bosnia–Herz,30-227,1995,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.0,5.0,8.0,-3.0,-0.75,,Matches,f038585f
1171,Johan Vásquez,DF,mx Mexico,27-268,1998,4,360.0,90.0,80.0,4.0,4,90.0,4,0,,1,2.25,7.0,3.0,4.0,1.0,-2.0,Matches,5eaed77a
1172,Alexis Vega,FWMF,mx Mexico,28-234,1997,1,12.0,12.0,2.7,0.1,0,,0,1,12.0,4,3.0,0.0,0.0,0.0,0.0,-1.44,Matches,f40f4c38
1173,Renato Veiga,DF,pt Portugal,22-353,2003,5,450.0,90.0,100.0,5.0,5,90.0,5,0,,0,1.6,8.0,3.0,5.0,1.0,,Matches,fc8fcbd1
1174,Gustavo Velásquez,DF,py Paraguay,35-091,1991,5,246.0,49.0,51.3,2.7,2,90.0,2,3,22.0,0,1.0,0.0,2.0,-2.0,-0.73,-0.35,Matches,b99b4cf5
1175,Nishan Velupillay,MF,au Australia,25-071,2001,2,75.0,38.0,19.2,0.8,1,45.0,0,1,30.0,2,1.5,1.0,2.0,-1.0,-1.2,-1.49,Matches,40cb6b33
1176,Micky van de Ven,DFMF,nl Netherlands,25-089,2001,3,265.0,88.0,67.9,2.9,3,88.0,2,0,,1,1.67,8.0,3.0,5.0,1.7,0.98,Matches,8fe2a392
1177,Bart Verbruggen,GK,nl Netherlands,23-333,2002,4,390.0,98.0,100.0,4.3,4,98.0,4,0,,0,2.0,11.0,5.0,6.0,1.38,,Matches,cf134113
1178,Matías Viña,DF,uy Uruguay,28-250,1997,1,45.0,45.0,16.7,0.5,1,45.0,0,0,,2,1.0,0.0,1.0,-1.0,-2.0,-2.0,Matches,08eb3b58
1179,Federico Viñas,FW,uy Uruguay,28-017,1998,3,192.0,64.0,71.1,2.1,2,79.0,0,1,34.0,0,0.67,3.0,3.0,0.0,0.0,1.15,Matches,d30c7094
1180,Denis Višinský,FW,cz Czechia,23-118,2003,1,55.0,55.0,20.4,0.6,1,55.0,0,0,,2,0.0,0.0,1.0,-1.0,-1.64,-0.38,Matches,d5aac0e9
1181,Pedro Vite,MF,ec Ecuador,24-130,2002,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,1.0,2.0,4.0,-2.0,-0.5,,Matches,9c146b36
1182,Vitinha,MF,pt Portugal,26-154,2000,5,376.0,75.0,83.6,4.2,5,75.0,0,0,,0,1.6,5.0,2.0,3.0,0.72,-1.71,Matches,3b029691
1183,Nikola Vlašić,MF,hr Croatia,28-286,1997,3,189.0,63.0,52.5,2.1,2,88.0,0,1,13.0,1,1.0,3.0,3.0,0.0,0.0,0.53,Matches,aa8e289e
1184,Cristian Volpato,MF,au Australia,22-244,2003,3,160.0,53.0,41.0,1.8,2,65.0,0,1,30.0,1,0.67,1.0,1.0,0.0,0.0,0.0,Matches,72f87f25
1185,Vozinha,GK,cv Cabo Verde,40-044,1986,4,390.0,98.0,100.0,4.3,4,98.0,4,0,,0,0.75,4.0,5.0,-1.0,-0.23,,Matches,dc04ac24
1186,Francis de Vries,DF,nz New Zealand,31-231,1994,2,18.0,9.0,6.7,0.2,0,,0,2,9.0,1,0.0,1.0,2.0,-1.0,-5.0,-3.21,Matches,90a63dda
1187,Luka Vušković,DF,hr Croatia,19-143,2007,1,65.0,65.0,18.1,0.7,1,65.0,0,0,,3,0.0,2.0,3.0,-1.0,-1.38,-1.38,Matches,fd6bdbce
1188,Elye Wahi,FW,ci Côte d'Ivoire,23-196,2003,3,110.0,37.0,30.6,1.2,1,55.0,0,2,28.0,1,2.0,1.0,1.0,0.0,0.0,-0.36,Matches,0d7b6576
1189,Ben Waine,FW,nz New Zealand,25-036,2001,0,,,,,0,,0,0,,3,,,,,,,Matches,1510013c
1190,Aaron Wan-Bissaka,DF,cd Congo DR,28-233,1997,4,354.0,89.0,98.3,3.9,4,89.0,3,0,,0,1.0,5.0,5.0,0.0,0.0,0.0,Matches,9e525177
1191,Paul Wanner,MF,at Austria,20-206,2005,4,234.0,59.0,65.0,2.6,2,79.0,1,2,39.0,0,1.0,4.0,6.0,-2.0,-0.77,-0.05,Matches,cb64672e
1192,Tsuyoshi Watanabe,DF,jp Japan,29-162,1997,2,90.0,45.0,25.0,1.0,1,74.0,0,1,16.0,2,1.0,1.0,2.0,-1.0,-1.0,-2.33,Matches,d5f5955a
