Rk,Player,Pos,Squad,Age,Club,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Matches,-additional_-9999,Standard_Sh,Standard_SoT,Performance_TklW,Performance_Int,Playing Time_Min_play
599,Yaimar Medina,DFMF,ec Ecuador,21-254,1.be Genk,2004,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,1fe8ecf7,1.0,0.0,0.0,1.0,45.0
600,Hannibal Mejbri,MF,tn Tunisia,23-177,1.eng Burnley,2003,3,3,270,3.0,0,2,2,0,0,0,0,0,0.0,0.67,0.67,0.0,0.67,Matches,ca22ccb0,3.0,1.0,4.0,1.0,270.0
601,Amar Memić,MF,ba Bosnia–Herz,25-178,1.cz Viktoria Plzeň,2001,4,2,224,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,918c187c,3.0,1.0,2.0,2.0,224.0
602,Memphis,FWMF,nl Netherlands,32-154,1.br Corinthians,1994,3,0,54,0.6,0,1,1,0,0,0,1,0,0.0,1.67,1.67,0.0,1.67,Matches,8f696594,0.0,0.0,0.0,0.0,54.0
603,Sultan Mendash,MF,sa Saudi Arabia,31-273,1.sa Al-Hilal,1994,1,1,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,8738a7a1,0.0,0.0,3.0,0.0,65.0
604,Lucas Mendes,DF,qa Qatar,36-014,1.qa Al-Wakrah,1990,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,5169f27f,0.0,0.0,0.0,0.0,4.0
605,Nuno Mendes,DF,pt Portugal,24-028,1.fr PSG,2002,5,5,395,4.4,1,0,1,1,0,0,0,0,0.23,0.0,0.23,0.23,0.23,Matches,f20e4cc9,3.0,1.0,6.0,0.0,395.0
606,Ryan Mendes,FWMF,cv Cabo Verde,36-190,2.tr 76 Iğdır Belediyespor,1990,4,4,330,3.7,0,1,1,0,0,0,0,0,0.0,0.27,0.27,0.0,0.27,Matches,ba6e01ab,6.0,0.0,2.0,5.0,330.0
607,Édouard Mendy,GK,sn Senegal,34-138,1.sa Al-Ahli,1992,2,2,152,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,33887998,0.0,0.0,0.0,0.0,152.0
608,Gideon Mensah,DF,gh Ghana,27-364,1.fr Auxerre,1998,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,9bdd8118,0.0,0.0,5.0,8.0,360.0
609,Mikel Merino,MF,es Spain,30-025,1.eng Arsenal,1996,7,1,153,1.7,2,0,2,2,0,0,0,0,1.18,0.0,1.18,1.18,1.18,Matches,d080ed5e,5.0,3.0,2.0,3.0,153.0
610,Lionel Messi,FW,ar Argentina,39-023,1.us Inter Miami,1987,7,6,620,6.9,8,4,12,8,0,2,0,0,1.16,0.58,1.74,1.16,1.74,Matches,d70ce98e,35.0,18.0,10.0,0.0,620.0
611,Connor Metcalfe,MF,au Australia,26-254,1.de St Pauli,1999,4,3,315,3.5,1,0,1,1,0,0,0,0,0.29,0.0,0.29,0.29,0.29,Matches,73ce4d7d,5.0,2.0,5.0,2.0,315.0
612,Thomas Meunier,DF,be Belgium,34-308,1.fr Lille,1991,3,2,190,2.1,0,1,1,0,0,0,0,0,0.0,0.47,0.47,0.0,0.47,Matches,e162b013,2.0,1.0,2.0,2.0,190.0
613,Liam Millar,MF,ca Canada,26-293,2.eng Hull City,1999,3,2,162,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,983515f8,1.0,0.0,4.0,0.0,162.0
614,Kim Min-jae,DF,kr Korea Republic,29-244,1.de Bayern Munich,1996,3,3,245,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,e0f8151c,1.0,1.0,2.0,2.0,245.0
615,Yerry Mina,DF,co Colombia,31-297,1.it Cagliari,1994,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,6d5701f2,0.0,0.0,0.0,0.0,2.0
616,Alan Minda,MF,ec Ecuador,23-064,1.br Atlético Mineiro,2003,1,1,55,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,9cfd5b00,2.0,0.0,0.0,1.0,55.0
617,Aubrey Modiba,DF,za South Africa,30-360,1.za Sundowns,1995,4,4,346,3.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,bb1f97f2,5.0,1.0,5.0,4.0,346.0
618,Luka Modrić,MF,hr Croatia,40-311,1.it Milan,1985,4,4,317,3.5,0,1,1,0,0,0,1,0,0.0,0.28,0.28,0.0,0.28,Matches,6025fab1,1.0,0.0,3.0,0.0,317.0
619,Relebohile Mofokeng,MF,za South Africa,21-267,1.za Orlando Pirates,2004,3,2,169,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,25c3fb97,3.0,1.0,2.0,0.0,169.0
620,Shahriar Moghanlou,FW,ir IR Iran,31-208,1.ae Al-Ittihad Kalba,1994,3,1,88,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,92f69be8,3.0,0.0,2.0,0.0,88.0
621,Milad Mohammadi,DF,ir IR Iran,32-291,1.ir Persepolis,1993,3,2,205,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,740a0e28,1.0,1.0,4.0,2.0,205.0
622,Mohammad Mohebi,MF,ir IR Iran,27-209,1.ru Rostov,1998,3,3,244,2.7,1,0,1,1,0,0,0,0,0.37,0.0,0.37,0.37,0.37,Matches,7b6b53c3,2.0,1.0,1.0,1.0,244.0
623,Johan Mojica,DF,co Colombia,33-330,1.es Mallorca,1992,4,4,390,4.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,608f2092,3.0,2.0,3.0,3.0,390.0
624,Teboho Mokoena,MF,za South Africa,29-174,1.za Sundowns,1997,3,3,270,3.0,1,0,1,0,1,1,2,0,0.33,0.0,0.33,0.0,0.0,Matches,00029b1e,4.0,2.0,3.0,5.0,270.0
625,Nahuel Molina,DF,ar Argentina,28-102,1.es Atlético Madrid,1998,6,5,465,5.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,23610943,1.0,0.0,3.0,8.0,465.0
626,Jamiro Monteiro,MF,cv Cabo Verde,32-236,1.nl Zwolle,1993,4,3,281,3.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,d384bddd,5.0,1.0,4.0,4.0,281.0
627,César Montes,DF,mx Mexico,29-143,1.ru Loko Moscow,1997,4,4,314,3.5,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,Matches,28e957d7,1.0,1.0,1.0,2.0,314.0
628,Gonzalo Montiel,DF,ar Argentina,29-197,1.ar River Plate,1997,5,1,135,1.5,0,1,1,0,0,0,1,0,0.0,0.67,0.67,0.0,0.67,Matches,374d5158,1.0,0.0,3.0,3.0,135.0
629,Kim Moon-hwan,MF,kr Korea Republic,30-350,1.kr Daejeon Hana,1995,1,1,70,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,6bce7dd8,0.0,0.0,1.0,1.0,70.0
630,Gilberto Mora,MF,mx Mexico,17-276,1.mx Tijuana,2008,4,3,213,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,69c9ffe8,5.0,0.0,2.0,2.0,213.0
631,Diego Moreira,MF,be Belgium,21-345,1.fr Strasbourg,2004,1,0,58,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,12de1b0d,0.0,0.0,1.0,1.0,58.0
632,Steven Moreira,DF,cv Cabo Verde,31-338,1.us Columbus Crew,1994,4,3,301,3.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,f10983ae,2.0,0.0,3.0,2.0,301.0
633,Tshepang Moremi,MF,za South Africa,25-288,1.za Orlando Pirates,2000,2,0,34,0.4,0,1,1,0,0,0,0,0,0.0,2.65,2.65,0.0,2.65,Matches,546d38f9,0.0,0.0,1.0,0.0,34.0
634,Orlando Mosquera,GK,pa Panama,31-204,1.sa Al-Fayha,1994,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,ea34d827,0.0,0.0,0.0,0.0,270.0
635,Samir El Mourabet,MF,ma Morocco,20-284,1.fr Strasbourg,2005,5,0,81,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,1a03d055,0.0,0.0,1.0,1.0,81.0
636,Samuel Moutoussamy,MF,cd Congo DR,29-339,1.gr Atromitos,1996,4,4,330,3.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,af0c835b,3.0,0.0,8.0,1.0,330.0
637,Akmal Mozgovoy,MF,uz Uzbekistan,27-106,1.uz Pakhtakor Tashkent FK,1999,3,2,216,2.4,0,1,1,0,0,0,0,0,0.0,0.42,0.42,0.0,0.42,Matches,114cb95b,1.0,0.0,0.0,2.0,216.0
638,Lionel Mpasi,GK,cd Congo DR,31-350,1.fr Le Havre,1994,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,5c6b0637,0.0,0.0,0.0,0.0,360.0
639,Khuliso Mudau,DF,za South Africa,31-082,1.za Sundowns,1995,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,75388f92,0.0,0.0,8.0,11.0,360.0
640,Tarik Muharemovic,DF,ba Bosnia–Herz,23-139,1.it Sassuolo,2003,3,3,259,2.9,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,Matches,426dda23,1.0,0.0,1.0,8.0,259.0
641,Miro Muheim,DFMF,ch Switzerland,28-115,1.de Hamburger SV,1998,3,0,87,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,844c6a91,0.0,0.0,1.0,2.0,87.0
642,Ngal'Ayel Mukau,MF,cd Congo DR,21-256,1.fr Lille,2004,4,3,195,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,bb461b8a,1.0,0.0,2.0,3.0,195.0
643,Mert Müldür,DF,tr Türkiye,27-105,1.tr Fenerbahçe,1999,3,1,101,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,1295552e,3.0,0.0,2.0,1.0,101.0
644,Daniel Muñoz,DF,co Colombia,30-052,1.eng Crystal Palace,1996,5,4,394,4.4,2,0,2,2,0,0,0,0,0.46,0.0,0.46,0.46,0.46,Matches,778ef829,3.0,2.0,3.0,7.0,394.0
645,Petar Musa,FW,hr Croatia,28-135,1.us FC Dallas,1998,2,2,110,1.2,1,0,1,1,0,0,0,0,0.82,0.0,0.82,0.82,0.82,Matches,4567a0b4,1.0,1.0,0.0,0.0,110.0
646,Jamal Musiala,MF,de Germany,23-141,1.de Bayern Munich,2003,4,3,270,3.0,1,0,1,1,0,0,1,0,0.33,0.0,0.33,0.33,0.33,Matches,2c0558b8,6.0,1.0,5.0,1.0,270.0
647,Fernando Muslera,GK,uy Uruguay,40-031,1.tr Galatasaray,1986,3,3,225,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,a2abe631,0.0,0.0,0.0,0.0,225.0
648,Phillipp Mwene,DF,at Austria,32-169,1.de Mainz 05,1994,2,2,147,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,2ff76adc,1.0,0.0,0.0,3.0,147.0
649,David Møller Wolfe,DF,no Norway,24-085,1.eng Wolves,2002,5,5,430,4.8,0,1,1,0,0,0,0,0,0.0,0.21,0.21,0.0,0.21,Matches,9affc5f2,0.0,0.0,3.0,3.0,430.0
650,Yūto Nagatomo,DFMF,jp Japan,39-308,1.jp FC Tokyo,1986,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,4b6960d2,0.0,0.0,0.0,1.0,16.0
651,Keito Nakamura,MF,jp Japan,25-354,2.fr Reims,2000,4,4,307,3.4,1,1,2,1,0,0,0,0,0.29,0.29,0.59,0.29,0.59,Matches,d97af612,5.0,2.0,3.0,1.0,307.0
652,Abdallah Nasib,DF,jo Jordan,32-142,1.iq Al-Zawra'a SC,1994,3,3,260,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,aaab3072,0.0,0.0,3.0,7.0,260.0
653,Sherzod Nasrullaev,DFMF,uz Uzbekistan,27-359,1.uz FC Nasaf,1998,3,3,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,aeb0c7f7,1.0,1.0,2.0,2.0,180.0
654,Duckens Nazon,FWMF,ht Haiti,32-101,1.ir Esteghlal,1994,1,0,24,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,20e87a42,1.0,1.0,0.0,0.0,24.0
655,Iliman Ndiaye,FW,sn Senegal,26-133,1.eng Everton,2000,3,1,114,1.3,1,2,3,1,0,0,0,0,0.79,1.58,2.37,0.79,2.37,Matches,5ed97752,3.0,2.0,0.0,2.0,114.0
656,Dan Ndoye,MFFW,ch Switzerland,25-265,1.eng Nottingham,2000,6,5,406,4.5,2,0,2,2,0,0,0,0,0.44,0.0,0.44,0.44,0.44,Matches,8e697a8f,16.0,8.0,5.0,4.0,406.0
657,Jayden Nelson,FWMF,ca Canada,23-294,1.us Austin FC,2002,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,92305a81,1.0,0.0,0.0,0.0,4.0
658,Ali Nemati,DF,ir IR Iran,30-159,1.ir Foolad,1996,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,19a221f7,1.0,0.0,2.0,0.0,270.0
659,Abduvohid Nematov,GK,uz Uzbekistan,25-119,1.uz FC Nasaf,2001,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,25e45f2a,0.0,0.0,0.0,0.0,180.0
660,Pedro Neto,MF,pt Portugal,26-130,1.eng Chelsea,2000,5,5,350,3.9,0,1,1,0,0,0,0,0,0.0,0.26,0.26,0.0,0.26,Matches,7ba2eaa9,1.0,0.0,2.0,0.0,350.0
661,Manuel Neuer,GK,de Germany,40-112,1.de Bayern Munich,1986,4,4,390,4.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,8778c910,0.0,0.0,0.0,0.0,390.0
662,João Neves,MF,pt Portugal,21-293,1.fr PSG,2004,5,4,390,4.3,1,0,1,1,0,0,0,0,0.23,0.0,0.23,0.23,0.23,Matches,c2a15a27,3.0,1.0,7.0,4.0,390.0
663,Rúben Neves,MF,pt Portugal,29-126,1.sa Al-Hilal,1997,2,1,55,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,44bfb6c5,2.0,0.0,0.0,0.0,55.0
664,Neymar,FWMF,br Brazil,34-162,1.br Santos,1992,2,0,39,0.4,1,0,1,0,1,1,1,0,2.31,0.0,2.31,0.0,0.0,Matches,69384e5d,3.0,2.0,0.0,0.0,39.0
665,Nathan Ngoy,DF,be Belgium,23-037,1.fr Lille,2003,4,4,335,3.7,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,Matches,eb7abf2e,1.0,0.0,4.0,7.0,335.0
666,Moussa Niakhaté,DF,sn Senegal,30-131,1.fr Lyon,1996,4,4,390,4.3,0,1,1,0,0,0,0,0,0.0,0.23,0.23,0.0,0.23,Matches,00242715,1.0,0.0,1.0,4.0,390.0
667,Gustaf Nilsson,FW,se Sweden,29-055,1.be Club Brugge,1997,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,a7d48b00,1.0,0.0,0.0,0.0,2.0
668,Felix Nmecha,MF,de Germany,25-280,1.de Dortmund,2000,4,4,270,3.0,1,1,2,1,0,0,0,0,0.33,0.33,0.67,0.33,0.67,Matches,091c86e2,8.0,3.0,9.0,2.0,270.0
669,Kristoffer Nordfeldt,GK,se Sweden,37-024,1.se AIK Stockholm,1989,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,78549904,0.0,0.0,0.0,0.0,180.0
670,Tyrese Noslin,MF,cw Curaçao,23-309,1.nl Telstar,2002,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,c3709bd2,0.0,0.0,0.0,0.0,14.0
671,Ernest Nuamah,MF,gh Ghana,22-258,1.fr Lyon,2003,3,1,89,1.0,0,1,1,0,0,0,0,0,0.0,1.01,1.01,0.0,1.01,Matches,234a703c,0.0,0.0,1.0,0.0,89.0
672,Matheus Nunes,DFMF,pt Portugal,27-324,1.eng Manchester City,1998,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,e6af02e0,0.0,0.0,0.0,0.0,1.0
673,Darwin Núñez,FW,uy Uruguay,27-023,1.sa Al-Hilal,1999,3,2,156,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,4d77b365,2.0,0.0,1.0,2.0,156.0
674,Antonio Nusa,FW,no Norway,21-091,1.de RB Leipzig,2005,6,4,318,3.5,1,0,1,1,0,0,1,0,0.28,0.0,0.28,0.28,0.28,Matches,4ab12002,6.0,2.0,2.0,2.0,318.0
675,Benjamin Nygren,MF,se Sweden,25-009,1.sct Celtic,2001,4,2,130,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,d6ebf67f,1.0,0.0,0.0,0.0,130.0
676,Ørjan Nyland,GK,no Norway,35-310,1.es Sevilla,1990,5,5,480,5.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,bdedffac,0.0,0.0,0.0,1.0,480.0
677,Aiden O'Neill,MF,au Australia,28-013,1.us NYCFC,1998,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,c7aee75b,2.0,0.0,2.0,2.0,360.0
678,Nico O'Reilly,DF,eng England,21-118,1.eng Manchester City,2005,7,5,461,5.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,91ca4a16,7.0,1.0,3.0,5.0,461.0
679,Salim Obaid,DF,jo Jordan,34-181,1.jo Al-Hussein SC,1992,3,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,f494bf5f,0.0,0.0,2.0,0.0,21.0
680,Armando Obispo,DF,cw Curaçao,27-134,1.nl PSV,1999,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,2ffa6348,0.0,0.0,1.0,7.0,270.0
681,Guillermo Ochoa,GK,mx Mexico,41-004,1.cy AEL Limassol,1985,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,1e9bde92,0.0,0.0,0.0,0.0,13.0
682,Kōki Ogawa,FW,jp Japan,28-343,1.nl NEC Nijmegen,1997,3,0,42,0.5,0,1,1,0,0,0,0,0,0.0,2.14,2.14,0.0,2.14,Matches,3d2e8955,3.0,0.0,0.0,0.0,42.0
683,Braian Ojeda,MF,py Paraguay,26-020,1.us Orlando City,2000,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,60953af0,0.0,0.0,0.0,0.0,22.0
684,Noah Okafor,FWMF,ch Switzerland,26-054,1.eng Leeds United,2000,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,ca607d59,1.0,0.0,1.0,0.0,20.0
685,Ime Okon,DF,za South Africa,22-147,2.de Hannover 96,2004,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,3cb58055,1.0,0.0,2.0,5.0,360.0
686,Paul Okon-Engstler,MF,au Australia,21-174,1.au Sydney FC,2005,4,2,197,2.2,0,1,1,0,0,0,0,0,0.0,0.46,0.46,0.0,0.46,Matches,ecd6464a,0.0,0.0,2.0,5.0,197.0
687,Ben Old,MF,nz New Zealand,23-338,2.fr Saint-Étienne,2002,3,0,93,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,e14e818c,0.0,0.0,0.0,1.0,93.0
688,Michael Olise,MF,fr France,24-217,1.de Bayern Munich,2001,7,7,556,6.2,0,5,5,0,0,0,1,0,0.0,0.81,0.81,0.0,0.81,Matches,c4486bac,20.0,5.0,8.0,3.0,556.0
689,Mathías Olivera,DF,uy Uruguay,28-259,1.it Napoli,1997,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,41c12f75,1.0,0.0,4.0,2.0,270.0
690,Dani Olmo,MF,es Spain,28-071,1.es Barcelona,1998,7,5,417,4.6,0,2,2,0,0,0,0,0,0.0,0.43,0.43,0.0,0.43,Matches,ae44e8e2,13.0,2.0,5.0,1.0,417.0
691,Tani Oluwaseyi,FW,ca Canada,26-063,1.es Villarreal,2000,5,3,259,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,950ef017,8.0,4.0,3.0,0.0,259.0
692,Ali Olwan,MF,jo Jordan,26-113,1.qa Al-Sailiya SC,2000,3,3,268,3.0,1,0,1,1,0,0,0,0,0.34,0.0,0.34,0.34,0.34,Matches,33c1d68d,6.0,3.0,0.0,1.0,268.0
693,Amadou Onana,MF,be Belgium,24-335,1.eng Aston Villa,2001,4,2,106,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,828657ff,2.0,0.0,2.0,2.0,106.0
694,Christopher Opéri,DF,ci Côte d'Ivoire,29-079,1.tr Başakşehir,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,914bb955,0.0,0.0,2.0,1.0,90.0
695,Jerome Opoku,DF,gh Ghana,27-276,1.tr Başakşehir,1998,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,091d6ee5,0.0,0.0,2.0,1.0,270.0
696,Joel Ordóñez,DF,ec Ecuador,22-087,1.be Club Brugge,2004,3,3,225,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,2990a15c,2.0,0.0,5.0,1.0,225.0
697,Jonathan Osorio,MF,ca Canada,34-035,1.us Toronto FC,1992,2,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,70106ff6,1.0,0.0,0.0,1.0,5.0
698,Nicolás Otamendi,DF,ar Argentina,38-155,1.pt Benfica,1988,6,1,170,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,0d267745,1.0,0.0,2.0,6.0,170.0
